Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
normal_59.JPG,normal,6385.495925245098,8905.912587466359,6096.291605392158,9029.529504036911,0.3309013379160936,0.2789242707692594,0.3357383245235605,0.27756146692877215,38.79892769607843,52.19041906958863,37.415287990196084,52.796186082276066,7.315263422433655,7.524817760831217,7.301312366945078,7.535546871808952,0.04343840297301519,0.03705340586332913,0.043184451081577716,0.03695426249715271,0.20841881626430755,0.1924926124902697,0.20780868865756724,0.19223491487540112,0.6526192252428732,0.5138519010181136,0.6683523839308989,0.5071040098387921
normal_6.jpg,normal,5615.1161764705885,8739.371810841985,6208.395802696078,8861.00518262207,0.39973160348345144,0.31790574880017025,0.4012624574749524,0.31686837792411876,35.348897058823525,52.35927720107651,37.760937500000004,52.980484429065754,6.723416771672019,6.987934746156272,6.7366008902278,6.99018626314902,0.05575642633786433,0.0473774199465766,0.05566126640463553,0.04728243326399319,0.236127987197334,0.21766354758336684,0.23592640039774168,0.21744524198977816,0.6944663988835229,0.5231157528020878,0.6621844558260866,0.5164785436077692
normal_60.JPG,normal,5751.760018382352,8586.977993079585,6313.736825980392,8735.025697808534,0.5218903869502012,0.4592145354243136,0.5145662939673995,0.45720519794255143,32.50238970588235,46.669588619761626,35.37567401960784,47.37325643983084,5.421152575682636,5.609870162455154,5.446605636455347,5.613296716845384,0.14550532369235988,0.13633529008229026,0.14435265575909054,0.13618087078270105,0.38145160072066797,0.3692360898968169,0.37993769983918485,0.36902692419754557,0.7131590372606801,0.5713632168089068,0.6851331863883539,0.5639731091406461
normal_61.jpg,normal,8770.234712009806,13274.809381007306,9199.34736519608,13260.776224529025,0.31003070630287366,0.21485214405113906,0.30209721899901415,0.21579052055834483,48.76151960784314,70.60561322568243,51.02895220588235,70.36210688196846,7.172582948320066,7.459681022049542,7.187823286419247,7.456431890597242,0.03390004252984128,0.021698697555327627,0.03290374697194288,0.021677683545544318,0.18411964189037866,0.14730477777495077,0.18139390004061018,0.14723343215976567,0.583098447202554,0.36587357575953383,0.5627001639965857,0.36654392778365463
normal_62.jpg,normal,6910.088756127451,10329.288858131487,7147.369761029413,10418.360968858131,0.38268175771499946,0.30262509896775447,0.3753584977449346,0.30124813875464035,40.26400122549019,57.86706651287967,41.46102941176471,58.46865051903114,6.891101348641783,7.1423139002649165,6.910603063996126,7.149116274565911,0.04765710545429493,0.038169232222368545,0.04651505965629207,0.03804115821540262,0.21830507427518706,0.195369476178774,0.21567350244360586,0.19504142692105852,0.65275040313191,0.4794360890823074,0.6408264270145847,0.47494713278043654
normal_63.jpg,normal,8376.44806985294,12557.85571703191,8677.098560049018,12429.02920415225,0.29393483203892334,0.19898513269561494,0.28136956874902974,0.20070238370104587,47.34019607843137,68.50801999231065,49.292310049019605,67.87860053825452,7.4804171215816195,7.775010442919319,7.5161040322918495,7.769294843344312,0.023890539959090244,0.014526756086034992,0.0230491513226959,0.014754859168264179,0.15456564935033348,0.1205269931842448,0.15181946951131103,0.12146958124676391,0.5723735717955043,0.3554673838815602,0.5570250500607141,0.36207941154318785
normal_64.jpg,normal,4651.362775735295,6764.003844675124,4631.362499999999,6643.574563629372,0.4551290096942838,0.4107158422844598,0.4614750955103998,0.4133967462603905,31.090012254901957,42.64009227220299,30.26351102941176,41.82760476739715,6.031734180515843,6.2268928154345815,6.00701236673782,6.2202896226783695,0.12711969641803184,0.11962591124786977,0.12755643217621374,0.11975959986998164,0.35653849219689004,0.34586978944086716,0.3571504335377653,0.34606299985693595,0.7320599366635012,0.6096552855768884,0.733212045283198,0.6166051534949841
normal_65.jpg,normal,6697.300306372549,9487.622114571319,6325.075919117646,9392.707881584007,0.3145157848175987,0.25890904061920283,0.3197165772045164,0.25922421838193827,40.87781862745098,55.83012687427912,39.5796875,55.59753940792004,7.479040273079919,7.701699897519552,7.469602074653684,7.702988179002872,0.03520384263827313,0.03001936634255213,0.03614347194626165,0.030091841942316278,0.18762687077887624,0.17326097755280076,0.19011436543896848,0.17347000300431276,0.6280055175176211,0.47088449750810485,0.6486803285563999,0.476177772416639
normal_66.jpg,normal,4053.128645833333,5591.041107266436,3509.7288602941176,5640.154740484428,0.3595078573842584,0.31850062408463875,0.3700753778941652,0.31831023380167467,31.57735906862745,41.24693579392542,27.858823529411765,41.45623990772779,7.185376517466626,7.352623620653915,7.132694195306819,7.355213581809501,0.08053801516393934,0.07686827622712171,0.081258521925161,0.07685993696270074,0.2837922041986695,0.2772512871514246,0.28505880432844205,0.2772362475627975,0.7433471964324097,0.6445962536214389,0.7777564369483846,0.6414742645483751
normal_67.jpg,normal,4825.520863970589,7506.83570934256,5056.497395833334,7529.98431372549,0.4179991349844737,0.31751437664559434,0.4003958382389829,0.31714135427327067,33.03189338235294,49.19772395232602,34.314950980392155,49.35744713571703,6.796845811600197,7.075844881667853,6.797257353030581,7.079183706615683,0.06719931233254639,0.05777961423466942,0.06604911912729626,0.05772555275149992,0.2592283015655243,0.24037390506182119,0.2570002317650633,0.24026142585005175,0.7190219553795784,0.5616949841692325,0.7055727680057204,0.5603433961229012
normal_68.jpg,normal,7288.688602941176,9895.977762399078,6737.180912990196,9824.834386774317,0.14691313273588316,0.10039522604403278,0.15720633719604782,0.10008214442450927,48.12058823529412,61.70823529411766,44.50860906862745,61.496255286428294,8.746076572567022,8.949371719570935,8.679480806925277,8.945484635702675,0.006868188748768501,0.003803063944441561,0.00784490847120098,0.003868307357017183,0.0828745361903673,0.06166898689326395,0.08857148791344188,0.06219571815661576,0.4781363874795193,0.28269094711395,0.5176238468963622,0.28784776826025593
